table,permaticker,ticker,name,exchange,isdelisted,category,cusips,siccode,sicsector,sicindustry,famasector,famaindustry,sector,industry,scalemarketcap,scalerevenue,relatedtickers,currency,location,lastupdated,firstadded,firstpricedate,lastpricedate,firstquarter,lastquarter,secfilings,companysite
SF1,115912,BDT1,BREED TECHNOLOGIES INC,NYSE,Y,Domestic,106702103,3714,Manufacturing,MOTOR VEHICLE PARTS & ACCESSORIES,,Automobiles and Trucks,Consumer Cyclical,Auto Parts,3 - Small,3 - Small,BDT,USD,FLORIDA U.S.A,2018-08-18,2018-08-18,1992-11-16,1999-09-20,1996-06-30,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000891531,
SF1,115913,HCOR1,HEALTHCOR HOLDINGS INC,NASDAQ,Y,Domestic,422201103,8090,Services,SERVICES-MISC HEALTH & ALLIED SERVICES NEC,,Healthcare,Healthcare,Medical Care,1 - Nano,2 - Micro,HCOR,USD,TEXAS U.S.A,2018-08-18,2018-08-18,1996-08-12,1999-01-06,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001015604,
SF1,115914,CRLS,CHRYSALIS INTERNATIONAL CORP,NASDAQ,Y,Domestic,171188105 233239102,8731,Services,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,,Business Services,Healthcare,Biotechnology,1 - Nano,1 - Nano,,USD,NEW JERSEY U.S.A,2018-08-18,2018-08-18,1991-12-12,1999-04-30,1996-12-31,1998-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000880456,
SF1,115915,OCAL,OCAL INC,NASDAQ,Y,Domestic,674489109,3470,Manufacturing,COATING ENGRAVING & ALLIED SERVICES,,Steel Works Etc,Basic Materials,Specialty Chemicals,1 - Nano,1 - Nano,,USD,CALIFORNIA U.S.A,2018-08-18,2018-08-18,1996-03-14,1999-01-05,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001000189,
SF1,115916,TRED,TREADCO INC,NASDAQ,Y,Domestic,894545102,7500,Services,SERVICES-AUTOMOTIVE REPAIR SERVICES & PARKING,,Personal Services,Consumer Cyclical,Auto Parts,2 - Micro,2 - Micro,,USD,ARKANSAS U.S.A,2018-08-18,2018-08-18,1991-09-16,1999-06-10,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000876948,
SF1,115917,TVL1,THERMO VOLTEK CORP,NYSEMKT,Y,Domestic,883602104,3825,Manufacturing,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,,Measuring and Control Equipment,Technology,Semiconductor Equipment & Materials,2 - Micro,1 - Nano,TVL,USD,MASSACHUSETTS U.S.A,2018-08-18,2018-08-18,1986-01-01,1999-03-25,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000102138,
SF1,115918,ALNT,ALIANT COMMUNICATIONS INC,NASDAQ,Y,Domestic,534780101,4813,Transportation Communications Electric Gas and Sanitary Service,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),,Communication,Communication Services,Telecom Services,3 - Small,3 - Small,,USD,NEBRASKA U.S.A,2018-08-18,2018-08-18,1986-01-01,1999-07-01,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000320446,
SF1,115920,MCIF,MC INFORMATICS INC,NASDAQ,Y,Domestic,42220T102,7372,Services,SERVICES-PREPACKAGED SOFTWARE,,Business Services,Technology,Software - Application,1 - Nano,1 - Nano,MCIFW,USD,CALIFORNIA U.S.A,2018-08-17,2018-08-17,1997-01-20,1999-06-04,1996-12-31,2000-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001023767,
SF1,115921,CMSX,COMPUTER MANAGEMENT SCIENCES INC,NASDAQ,Y,Domestic,205213101,7371,Services,SERVICES-COMPUTER PROGRAMMING SERVICES,,Business Services,Technology,Information Technology Services,3 - Small,2 - Micro,,USD,FLORIDA U.S.A,2018-08-17,2018-08-17,1995-10-02,1999-03-16,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000949229,
SF1,115922,ENVY,ENVOY CORP,NASDAQ,Y,Domestic,293982104,7374,Services,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,,Business Services,Technology,Internet Content & Information,3 - Small,2 - Micro,,USD,TENNESSEE U.S.A,2018-08-17,2018-08-17,1995-06-08,1999-03-30,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000932277,
SF1,115923,MSBC,MAINSTREET FINANCIAL CORP,NASDAQ,Y,Domestic,560633109,6022,Finance Insurance and Real Estate,STATE COMMERCIAL BANKS,,Banking,Financial Services,Banks - Regional - US,3 - Small,2 - Micro,,USD,VIRGINIA U.S.A,2018-08-17,2018-08-17,1986-01-01,1999-03-05,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000216870,
SF1,115924,UMED1,UNIMED PHARMACEUTICALS INC,NASDAQ,Y,Domestic,904801107,2834,Manufacturing,PHARMACEUTICAL PREPARATIONS,,Pharmaceutical Products,Healthcare,Biotechnology,2 - Micro,1 - Nano,UMED,USD,ILLINOIS U.S.A,2018-08-17,2018-08-17,1986-01-01,1999-07-20,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000100759,
SF1,115925,LRI,LEARONAL INC,NYSE,Y,Domestic,522016104,2890,Manufacturing,MISCELLANEOUS CHEMICAL PRODUCTS,,Chemicals,Basic Materials,Specialty Chemicals,3 - Small,2 - Micro,,USD,NEW YORK U.S.A,2018-08-17,2018-08-17,1986-01-01,1999-01-22,1996-12-31,1998-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000058172,
SF1,115926,UFX,UNIFLEX INC,NYSEMKT,Y,Domestic,904711108,2673,Manufacturing,PLASTICS FOIL & COATED PAPER BAGS,,Business Supplies,,None,1 - Nano,1 - Nano,,USD,NEW YORK U.S.A,2018-08-17,2018-08-17,1986-01-01,1999-06-30,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000100740,
SF1,115927,JRM,MCDERMOTT J RAY SA,NYSE,Y,Domestic,P64658100,1623,Construction,WATER SEWER PIPELINE COMM & POWER LINE CONSTRUCTION,,Construction,Industrials,Engineering & Construction,3 - Small,3 - Small,,USD,LOUISIANA U.S.A,2018-08-17,2018-08-17,1995-02-01,1999-06-10,1997-03-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000934590,
SF1,115928,FBR1,FIRST BRANDS CORP,NYSE,Y,Domestic,319356101,3081,Manufacturing,UNSUPPORTED PLASTICS FILM & SHEET,,Rubber and Plastic Products,Industrials,Diversified Industrials,3 - Small,3 - Small,FBR,USD,CONNECTICUT U.S.A,2018-08-17,2018-08-17,1989-12-14,1999-01-28,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000797320,
SF1,115929,KINT,KARTS INTERNATIONAL INC,NASDAQ,Y,Domestic,485766208,3944,Manufacturing,GAMES TOYS & CHILDREN'S VEHICLES (NO DOLLS & BICYCLES),,Recreation,Consumer Cyclical,Leisure,1 - Nano,1 - Nano,KINTW,USD,NEVADA U.S.A,2018-08-17,2018-08-17,1997-09-12,1999-09-08,1996-12-31,2001-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001010077,
SF1,115940,USTL,USTEL INC,NASDAQ,Y,Domestic,917325102,4813,Transportation Communications Electric Gas and Sanitary Service,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),,Communication,Communication Services,Telecom Services,1 - Nano,1 - Nano,,USD,WASHINGTON U.S.A,2018-08-16,2018-08-16,1994-06-23,1999-01-04,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000919274,
SF1,115941,HOLO,HOLOPAK TECHNOLOGIES INC,NASDAQ,Y,Domestic,436451108,2670,Manufacturing,CONVERTED PAPER & PAPERBOARD PRODS (NO CONTANERS/BOXES),,Business Supplies,Industrials,Business Equipment,1 - Nano,1 - Nano,,USD,NEW JERSEY U.S.A,2018-08-16,2018-08-16,1991-09-23,1999-04-23,1996-12-31,1998-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000877928,
SF1,115942,SHVA,SHIVA CORP,NASDAQ,Y,Domestic,824851109,3576,Manufacturing,COMPUTER COMMUNICATIONS EQUIPMENT,,Computers,Technology,Communication Equipment,3 - Small,2 - Micro,,USD,MASSACHUSETTS U.S.A,2018-08-16,2018-08-16,1994-11-21,1999-02-26,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000879136,
SF1,115943,GRYP,GRYPHON HOLDINGS INC,NASDAQ,Y,Domestic,400515102,6331,Finance Insurance and Real Estate,FIRE MARINE & CASUALTY INSURANCE,,Insurance,Financial Services,Insurance - Property & Casualty,2 - Micro,2 - Micro,,USD,NEW YORK U.S.A,2018-08-16,2018-08-16,1993-12-22,1999-02-08,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000912558,
SF1,115944,ACEP,PARTS SOURCE INC,NASDAQ,Y,Domestic,7.0214E+108,5013,Wholesale Trade,WHOLESALE-MOTOR VEHICLE SUPPLIES & NEW PARTS,,Wholesale,Consumer Cyclical,Specialty Retail,1 - Nano,1 - Nano,,USD,FLORIDA U.S.A,2018-08-16,2018-08-16,1996-04-10,1999-05-07,1997-03-31,1998-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001009241,
SF1,115945,ALNK,AMERILINK CORP,NASDAQ,Y,Domestic,03070N108,1623,Construction,WATER SEWER PIPELINE COMM & POWER LINE CONSTRUCTION,,Construction,Industrials,Engineering & Construction,2 - Micro,2 - Micro,,USD,OHIO U.S.A,2018-08-16,2018-08-16,1994-08-15,1999-07-29,1997-03-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000924774,
SF1,115946,CPDN,COMPDENT CORP,NASDAQ,Y,Domestic,20449F103 002028108,6324,Finance Insurance and Real Estate,HOSPITAL & MEDICAL SERVICE PLANS,,Insurance,Healthcare,Health Care Plans,2 - Micro,2 - Micro,,USD,GEORGIA U.S.A,2018-08-16,2018-08-16,1995-05-26,1999-06-17,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000941553,
SF1,115947,CUI1,COACH USA INC,NYSE,Y,Domestic,18975L106,4100,Transportation Communications Electric Gas and Sanitary Service,LOCAL & SUBURBAN TRANSIT & INTERURBAN HWY PASSENGER TRANS,,Shipping Containers,,None,3 - Small,3 - Small,CUI,USD,TEXAS U.S.A,2018-08-16,2018-08-16,1996-05-15,1999-07-23,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001011147,
SF1,115948,ORX,ORYX ENERGY CO,NYSE,Y,Domestic,68763F100 68763FAD2,1311,Mining,CRUDE PETROLEUM & NATURAL GAS,,Petroleum,Energy,Oil & Gas E&P,4 - Mid,3 - Small,,USD,TEXAS U.S.A,2018-08-16,2018-08-16,1988-10-07,1999-02-26,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000836442,
SF1,115953,CGC,CANOPY GROWTH CORP,NYSE,N,Canadian,138035100,2833,Manufacturing,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,,Pharmaceutical Products,Healthcare,Drug Manufacturers - Specialty & Generic,4 - Mid,2 - Micro,,CAD,ONTARIO CANADA,2018-08-15,2018-08-15,2018-05-24,2018-08-29,2017-03-31,2018-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001737927,http://www.canopygrowth.com
SF1,115954,ARDS,ARIDIS PHARMACEUTICALS INC,NASDAQ,N,Domestic,,2834,Manufacturing,PHARMACEUTICAL PREPARATIONS,,Pharmaceutical Products,Healthcare,Biotechnology,,1 - Nano,,USD,CALIFORNIA U.S.A,2018-08-15,2018-08-15,2018-08-14,2018-08-29,2016-12-31,2018-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001614067,http://www.aridispharma.com
SF1,115955,PMHG,PRIME MERIDIAN HOLDING CO,OTC,N,Domestic,74164R107,6022,Finance Insurance and Real Estate,STATE COMMERCIAL BANKS,,Banking,Financial Services,Banks - Regional - US,2 - Micro,1 - Nano,,USD,FLORIDA U.S.A,2018-08-15,2018-08-15,2015-08-28,2018-08-28,2012-12-31,2018-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001586454,http://www.primemeridianbank.com
SF1,115965,NEW,PUXIN LTD,NYSE,N,ADR,74704P108,8200,Services,SERVICES-EDUCATIONAL SERVICES,,Personal Services,Consumer Defensive,Education & Training Services,,2 - Micro,,CNY,CHINA,2018-08-11,2018-08-11,2018-06-15,2018-08-29,2016-12-31,2017-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001726189,
SF1,115966,GSAH,GS ACQUISITION HOLDINGS CORP,NASDAQ,N,Domestic,36255F201,6770,Finance Insurance and Real Estate,BLANK CHECKS,,Trading,Industrials,Conglomerates,3 - Small,,GSAHU,USD,NEW YORK U.S.A,2018-08-11,2018-08-11,2018-07-30,2018-08-29,2016-12-31,2018-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001674101,
SF1,115967,SDRL,SEADRILL LTD,NYSE,N,ADR,G7998G106,1381,Mining,DRILLING OIL & GAS WELLS,,Petroleum,Energy,Oil & Gas Drilling,3 - Small,4 - Mid,,USD,BERMUDA,2018-08-11,2018-08-11,2018-07-03,2018-08-29,2017-12-31,2017-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001737706,http://www.seadrill.com
SF1,115969,TOTA,TOTTENHAM ACQUISITION I LTD,NASDAQ,N,Domestic,G8959N130,6770,Finance Insurance and Real Estate,BLANK CHECKS,,Trading,Industrials,Conglomerates,,,TOTAU,USD,HONG KONG,2018-08-11,2018-08-11,2018-08-02,2018-08-29,2017-12-31,2018-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001731176,
SF1,115970,CANG,CANGO INC,NYSE,N,ADR,,7372,Services,SERVICES-PREPACKAGED SOFTWARE,,Business Services,Technology,Internet Content & Information,,1 - Nano,,CNY,CHINA,2018-08-11,2018-08-11,2018-07-26,2018-08-29,2016-12-31,2017-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001725123,http://www.cangoonline.com
SF1,115972,UXIN,UXIN LTD,NASDAQ,N,ADR,91818X108,7389,Services,SERVICES-BUSINESS SERVICES NEC,,Business Services,Technology,Internet Content & Information,,3 - Small,,CNY,CHINA,2018-08-11,2018-08-11,2018-06-27,2018-08-29,2016-12-31,2017-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001729173,http://www.xin.com
SF1,115974,PCB,PACIFIC CITY FINANCIAL CORP,NASDAQ,N,Domestic,,6022,Finance Insurance and Real Estate,STATE COMMERCIAL BANKS,,Banking,Financial Services,Banks - Regional - US,,2 - Micro,,USD,CALIFORNIA U.S.A,2018-08-11,2018-08-11,2018-08-10,2018-08-29,2016-12-31,2018-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001423869,http://www.paccity.net
SF1,115975,VCNX,VACCINEX INC,NASDAQ,N,Domestic,918640103,2834,Manufacturing,PHARMACEUTICAL PREPARATIONS,,Pharmaceutical Products,Healthcare,Biotechnology,2 - Micro,1 - Nano,,USD,NEW YORK U.S.A,2018-08-15,2018-08-11,2018-08-09,2018-08-29,2016-12-31,2018-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001205922,http://www.vaccinex.com
SF1,115976,KUTG,KT HIGH-TECH MARKETING INC,OTC,N,Domestic,,3670,Manufacturing,ELECTRONIC COMPONENTS & ACCESSORIES,,Electronic Equipment,Technology,Electronic Components,2 - Micro,1 - Nano,,USD,CALIFORNIA U.S.A,2018-08-15,2018-08-11,2018-07-18,2018-08-27,2015-12-31,2018-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001662684,http://www.kulrtechnology.com
SF1,115986,OPRA,OPERA LTD,NASDAQ,N,ADR,,7372,Services,SERVICES-PREPACKAGED SOFTWARE,,Business Services,Technology,Internet Content & Information,,2 - Micro,,USD,NORWAY,2018-08-07,2018-08-07,2018-07-27,2018-08-29,2017-12-31,2017-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001737450,http://www.opera.com
SF1,115987,PDD,PINDUODUO INC,NASDAQ,N,ADR,722304102,7389,Services,SERVICES-BUSINESS SERVICES NEC,,Business Services,Consumer Cyclical,Specialty Retail,,2 - Micro,,CNY,CHINA,2018-08-07,2018-08-07,2018-07-26,2018-08-29,2016-12-31,2017-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001737806,http://www.pinduoduo.com
SF1,115988,JG,AURORA MOBILE LTD,NASDAQ,N,ADR,,7370,Services,SERVICES-COMPUTER PROGRAMMING DATA PROCESSING ETC.,,Business Services,Technology,Software - Application,,1 - Nano,,CNY,CHINA,2018-08-07,2018-08-07,2018-07-26,2018-08-29,2016-12-31,2017-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001737339,http://www.jiguang.cn
SF1,115998,ENTX,ENTERA BIO LTD,NASDAQ,N,ADR,M40527109,2836,Manufacturing,BIOLOGICAL PRODUCTS (NO DISGNOSTIC SUBSTANCES),,Pharmaceutical Products,Healthcare,Biotechnology,,,ENTXW,USD,ISRAEL,2018-08-07,2018-08-07,2018-06-28,2018-08-29,2016-12-31,2017-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001638097,http://www.enterabio.com
SF1,116000,LQDA,LIQUIDIA TECHNOLOGIES INC,NASDAQ,N,Domestic,53635D202,3841,Manufacturing,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,,Medical Equipment,Healthcare,Biotechnology,2 - Micro,1 - Nano,,USD,NORTH CAROLINA U.S.A,2018-08-15,2018-08-07,2018-07-26,2018-08-29,2016-12-31,2018-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001330436,
SF1,116002,AFIN,AMERICAN FINANCE TRUST INC,NASDAQ,N,Domestic,02607T109,6798,Finance Insurance and Real Estate,REAL ESTATE INVESTMENT TRUSTS,,Trading,Real Estate,REIT - Diversified,3 - Small,2 - Micro,,USD,NEW YORK U.S.A,2018-08-10,2018-08-07,2018-07-19,2018-08-29,2013-12-31,2018-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001568162,http://www.americanfinancetrust.com
SF1,116003,ESTA,ESTABLISHMENT LABS HOLDINGS INC,NASDAQ,N,Domestic,,3842,Manufacturing,ORTHOPEDIC PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES,,Medical Equipment,Healthcare,Medical Devices,3 - Small,1 - Nano,,USD,VIRGIN ISLANDS BRITISH,2018-08-15,2018-08-06,2018-07-19,2018-08-29,2017-03-31,2018-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001688757,http://www.establishmentlabs.com
SF1,116004,ATVA,ALTIVA FINANCIAL CORP,NASDAQ,Y,Domestic,585165103 021497300,6162,Finance Insurance and Real Estate,MORTGAGE BANKERS & LOAN CORRESPONDENTS,,Banking,Financial Services,Specialty Finance,1 - Nano,2 - Micro,,USD,GEORGIA U.S.A,2018-08-06,2018-08-06,1996-11-20,2000-04-12,1997-09-30,1999-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001023334,
SF1,116005,FORU1,FORTUNE FINANCIAL INC,NASDAQ,Y,Domestic,607235504,6331,Finance Insurance and Real Estate,FIRE MARINE & CASUALTY INSURANCE,,Insurance,Financial Services,Insurance - Property & Casualty,1 - Nano,2 - Micro,FORU,USD,FLORIDA U.S.A,2018-08-06,2018-08-06,1988-02-09,2001-05-15,1998-03-31,2000-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000067199,
SF1,116006,ECMN,ECHAPMAN INC,NASDAQ,Y,Domestic,26830Q103,7389,Services,SERVICES-BUSINESS SERVICES NEC,,Business Services,Industrials,Business Services,2 - Micro,1 - Nano,,USD,MARYLAND U.S.A,2018-08-06,2018-08-06,2000-06-21,2002-08-19,1999-09-30,2003-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001096114,
SF1,116009,CLPS,CLPS INC,NASDAQ,N,ADR,G31642104,,,,,,,None,,1 - Nano,,USD,,2018-08-05,2018-08-05,2018-05-24,2018-08-29,2016-06-30,2017-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001724542,http://www.clpsglobal.com
SF1,116013,ONCY,ONCOLYTICS BIOTECH INC,NASDAQ,N,ADR,682310875,2834,Manufacturing,PHARMACEUTICAL PREPARATIONS,,Pharmaceutical Products,Healthcare,Biotechnology,,,,CAD,ALBERTA CANADA,2018-08-04,2018-08-04,2018-06-01,2018-08-29,2015-12-31,2017-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001129928,http://www.oncolyticsbiotech.com
SF1,116014,ARLO,ARLO TECHNOLOGIES INC,NYSE,N,Domestic,,3651,Manufacturing,HOUSEHOLD AUDIO & VIDEO EQUIPMENT,,Recreation,Technology,Software - Infrastructure,3 - Small,3 - Small,,USD,CALIFORNIA U.S.A,2018-08-27,2018-08-04,2018-08-03,2018-08-29,2016-12-31,2018-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001736946,http://www.arlo.com
SF1,116016,CWK,CUSHMAN & WAKEFIELD PLC,NYSE,N,Domestic,,6500,Finance Insurance and Real Estate,REAL ESTATE,,Real Estate,Real Estate,Real Estate Services,,4 - Mid,,USD,UNITED KINGDOM,2018-08-04,2018-08-04,2018-08-02,2018-08-29,2016-12-31,2017-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001628369,http://www.cushmanwakefield.com
SF1,116017,USX,US XPRESS ENTERPRISES INC,NYSE,N,Domestic,90338N202,4213,Transportation Communications Electric Gas and Sanitary Service,TRUCKING (NO LOCAL),,Shipping Containers,Industrials,Trucking,3 - Small,3 - Small,,USD,TENNESSEE U.S.A,2018-08-09,2018-08-04,2018-06-14,2018-08-29,2016-12-31,2018-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000923571,http://www.usxpress.com
SF1,116018,EXPI,EXP WORLD HOLDINGS INC,NASDAQ,N,Domestic,30212W100,7389,Services,SERVICES-BUSINESS SERVICES NEC,,Business Services,Real Estate,Real Estate Services,3 - Small,2 - Micro,DSET DSETD,USD,WASHINGTON U.S.A,2018-08-14,2018-08-04,2018-05-22,2018-08-29,2014-03-31,2018-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001495932,http://www.exprealty.com
SF1,116019,SONO,SONOS INC,NASDAQ,N,Domestic,,3651,Manufacturing,HOUSEHOLD AUDIO & VIDEO EQUIPMENT,,Recreation,Technology,Consumer Electronics,,3 - Small,,USD,CALIFORNIA U.S.A,2018-08-02,2018-08-02,2018-08-02,2018-08-29,2016-09-30,2018-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001314727,http://www.sonos.com
SF1,116020,MYR1,MYR GROUP INC,NASDAQ,Y,Domestic,,1623,Construction,WATER SEWER PIPELINE COMM & POWER LINE CONSTRUCTION,,Construction,Industrials,Engineering & Construction,2 - Micro,3 - Small,MYR,USD,ILLINOIS U.S.A,2018-08-01,2018-08-01,1986-01-01,2000-04-14,1997-12-31,1999-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000700923,
SF1,116021,GX,GLOBAL CROSSING CAYMAN LTD,NASDAQ,Y,Domestic,,4813,Transportation Communications Electric Gas and Sanitary Service,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),,Communication,Communication Services,Telecom Services,3 - Small,,GBLXQ,USD,,2018-08-01,2018-08-01,1998-08-17,2002-01-30,1997-09-30,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001071189,
SF1,116022,COE1,COLUMBIA EQUITY TRUST INC,NYSE,Y,Domestic,197627102,6798,Finance Insurance and Real Estate,REAL ESTATE INVESTMENT TRUSTS,,Trading,Real Estate,REIT - Diversified,2 - Micro,1 - Nano,,USD,DISTRICT OF COLUMBIA U.S.A,2018-08-01,2018-08-01,2005-06-30,2007-03-01,2003-12-31,2006-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001316710,
SF1,116023,CMKG,MKTG INC,NASDAQ,Y,Domestic,60688K108 189875107 457635100,7310,Services,SERVICES-ADVERTISING,,Business Services,Consumer Cyclical,Marketing Services,1 - Nano,2 - Micro,,USD,NEW YORK U.S.A,2018-08-01,2018-08-01,1992-12-30,2014-08-22,1997-12-31,2014-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000886475,
SF1,116024,CORL,COREL CORP,NASDAQ,Y,Domestic,,7372,Services,SERVICES-PREPACKAGED SOFTWARE,,Business Services,Technology,Software - Application,3 - Small,3 - Small,,USD,ONTARIO CANADA,2018-07-31,2018-07-31,1992-10-22,2003-08-28,1996-12-31,2003-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000890640,
SF1,116025,RMYA,DELCO REMY INTERNATIONAL INC,NASDAQ,Y,Domestic,,3714,Manufacturing,MOTOR VEHICLE PARTS & ACCESSORIES,,Automobiles and Trucks,Consumer Cyclical,Auto Parts,2 - Micro,3 - Small,RMY.A,USD,INDIANA U.S.A,2018-07-31,2018-07-31,1997-12-18,2001-03-14,1997-12-31,2000-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001046859,
SF1,116026,FRTG1,FORTRESS GROUP INC,NASDAQ,Y,Domestic,34956K108 34956K207,1520,Construction,GENERAL BLDG CONTRACTORS - RESIDENTIAL BLDGS,,Construction,Basic Materials,Building Materials,1 - Nano,3 - Small,FRTG,USD,VIRGINIA U.S.A,2018-07-31,2018-07-31,1996-05-17,2002-07-26,1997-12-31,2002-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001010607,
SF1,116027,CRCE,CROWN RESOURCES CORP,NASDAQ,Y,Domestic,228569109 228569208,6795,Finance Insurance and Real Estate,MINERAL ROYALTY TRADERS,,Trading,Basic Materials,Gold,1 - Nano,1 - Nano,CRRS,USD,COLORADO U.S.A,2018-07-31,2018-07-31,1986-01-01,2000-10-20,1997-12-31,2000-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000841555,
